"Customer name";"Media name";"Quantity";"Batch number";"Delivery date";"Media type";"Original ref";"Original quantity"
"Battambang";"Urea Agar";"180";"URE080221-01";"2021-04-05";"Tube";"";""
"Battambang";"Trypticase Soy Agar ";"43";"TSA261120-01";"2021-04-05";"Tube";"";""
"Battambang";"Trypticase Soy Broth + 20% glycerol";"100";"TSBG200121-01";"2021-04-05";"Tube";"";""
"BOM";"Blood Agar";"100";"BAP240321-01";"2021-04-05";"Plate";"";""
"BOM";"Chocolate Agar";"40";"CHOC230321-01";"2021-04-05";"Plate";"";""
"BOM";"Mueller Hinton II Agar ";"10";"MHII240321-01";"2021-04-05";"Plate";"";""
"BOM";"MacConkey Agar";"100";"MAC180321-01";"2021-04-05";"Plate";"";""
"BOM";"Ashdown's Agar";"60";"ASHA110321-01";"2021-04-05";"Plate";"";""
"Central Media Making Laboratory";"Blood Culture Bottle (child)";"5";"BHI P220121-01";"2021-04-06";"Child Bottle";"";""
"Central Media Making Laboratory";"Blood Culture Bottle (adult)";"12";"BHI A120321-01";"2021-04-06";"Adult Bottle";"";""
"National Pediatric Hospital";"Blood Culture Bottle (child)";"15";"BHI P220121-01";"2021-04-21";"Child Bottle";"";""
"National Pediatric Hospital";"Blood Culture Bottle (child)";"285";"BHI P300321-01";"2021-04-21";"Child Bottle";"";""
"US NAMRU-2";"Blood Agar";"50";"BAP240321-01";"2021-04-09";"Plate";"";""
"US NAMRU-2";"Chocolate Agar";"100";"CHOC230321-01";"2021-04-09";"Plate";"";""
"US NAMRU-2";"Mueller Hinton II Agar ";"100";"MHII250321-01";"2021-04-09";"Plate";"";""
"US NAMRU-2";"MacConkey Agar";"50";"MAC180321-01";"2021-04-09";"Plate";"";""
"Siem Reap";"Mueller Hinton II Agar ";"10";"MHII240321-01";"2021-04-08";"Plate";"";""
"Siem Reap";"Mueller Hinton II Agar ";"240";"MHII250321-01";"2021-04-08";"Plate";"";""
"Siem Reap";"MacConkey Agar";"250";"MAC250321-01";"2021-04-08";"Plate";"";""
"Siem Reap";"Mannitol Salt Agar";"100";"MSA220321-01";"2021-04-08";"Plate";"";""
"Siem Reap";"Hektoen Enteric Agar";"10";"HE190321-01";"2021-04-08";"Plate";"";""
"Siem Reap";"Thiosulfate Citrate Bile Salts Sucrose Agar ";"10";"TCBS160321-01";"2021-04-08";"Plate";"";""
"Siem Reap";"Kligler Iron Agar";"70";"KIA110221-01";"2021-04-08";"Tube";"";""
"Siem Reap";"Lysine Iron Agar";"50";"LIA100221-01";"2021-04-08";"Tube";"";""
"Siem Reap";"Sulfide Indole Motility Medium";"80";"SIM020221-01";"2021-04-08";"Tube";"";""
"Siem Reap";"Simmons Citrate Agar ";"60";"CIT240221-01";"2021-04-08";"Tube";"";""
"Siem Reap";"Urea Agar";"10";"URE080221-01";"2021-04-08";"Tube";"";""
"Siem Reap";"Urea Agar";"70";"URE020321-01";"2021-04-08";"Tube";"";""
"US NAMRU-2";"Sulfide Indole Motility Medium";"50";"SIM250221-01";"2021-04-09";"Tube";"";""
"Central Media Making Laboratory";"Blood Culture Bottle (child)";"10";"BHI P300321-01";"2021-04-09";"Child Bottle";"";""
"Takeo";"Blood Culture Bottle (adult)";"12";"BHI A120321-01";"2021-04-23";"Adult Bottle";"";""
"Takeo";"Blood Culture Bottle (adult)";"218";"BHI A190321-01";"2021-04-23";"Adult Bottle";"";""
"Takeo";"Blood Culture Bottle (child)";"100";"BHI P300321-01";"2021-04-23";"Child Bottle";"";""
"Takeo";"Blood Agar";"100";"BAP240321-01";"2021-04-23";"Plate";"";""
"Takeo";"Blood Agar";"50";"BAP230321-01";"2021-04-23";"Plate";"";""
"Takeo";"Chocolate Agar";"50";"CHOC230321-01";"2021-04-23";"Plate";"";""
"Takeo";"Chocolate Agar";"330";"CHOC240321-01";"2021-04-23";"Plate";"";""
"Takeo";"Mueller Hinton II Agar ";"20";"MHII250321-01";"2021-04-23";"Plate";"";""
"Takeo";"Mueller Hinton II Agar ";"110";"MHII050421-01";"2021-04-23";"Plate";"";""
"Takeo";"MacConkey Agar";"110";"MAC250321-01";"2021-04-23";"Plate";"";""
"Takeo";"Sheep Blood Mueller-Hinton Agar";"20";"SMH010421-01";"2021-04-23";"Plate";"";""
"Takeo";"Mannitol Salt Agar";"30";"MSA220321-01";"2021-04-23";"Plate";"";""
"Takeo";"Mannitol Salt Agar";"50";"MSA070421-01";"2021-04-23";"Plate";"";""
"Takeo";"Hektoen Enteric Agar";"10";"HE190321-01";"2021-04-23";"Plate";"";""
"Takeo";"Ashdown's Agar";"10";"ASHA060421-01";"2021-04-23";"Plate";"";""
"Takeo";"Thiosulfate Citrate Bile Salts Sucrose Agar ";"10";"TCBS160321-01";"2021-04-23";"Plate";"";""
"Takeo";"Kligler Iron Agar";"50";"KIA110221-01";"2021-04-23";"Tube";"";""
"Takeo";"Lysine Iron Agar";"50";"LIA100221-01";"2021-04-23";"Tube";"";""
"Takeo";"Sulfide Indole Motility Medium";"50";"SIM250221-01";"2021-04-23";"Tube";"";""
"Takeo";"Simmons Citrate Agar ";"50";"CIT240221-01";"2021-04-23";"Tube";"";""
"Takeo";"Trypticase Soy Agar ";"50";"TSA290321-01";"2021-04-23";"Tube";"";""
"Takeo";"Trypticase Soy Broth + 20% glycerol";"50";"TSBG200121-01";"2021-04-23";"Tube";"";""
"Central Media Making Laboratory";"Chocolate Agar";"10";"CHOC230321-01";"2021-04-22";"Plate";"";""
"Central Media Making Laboratory";"Blood Agar";"20";"BAP230321-01";"2021-04-22";"Plate";"";""
"Takeo";"Chocolate Agar";"20";"CHOC010421-01";"2021-04-23";"Plate";"";""
"Takeo";"Urea Agar";"50";"URE020321-01";"2021-04-23";"Tube";"";""
"Central Laboratory";"Mueller Hinton II Agar ";"20";"MHII050421-01";"2021-04-27";"Plate";"";""
"Central Laboratory";"MacConkey Agar";"10";"MAC060421-01";"2021-04-27";"Plate";"";""
"Central Laboratory";"Blood Agar";"40";"BAP050421-01";"2021-04-27";"Plate";"";""
"Central Laboratory";"Chocolate Agar";"10";"CHOC010421-01";"2021-04-27";"Plate";"";""
"Battambang";"Mueller Hinton II Agar ";"220";"MHII050421-01";"2021-04-27";"Plate";"";""
"Battambang";"Mueller Hinton II Agar ";"10";"MHII080421-01";"2021-04-27";"Plate";"";""
"Battambang";"Sheep Blood Mueller-Hinton Agar";"30";"SMH010421-01";"2021-04-27";"Plate";"";""
"Battambang";"Trypticase Soy Agar ";"7";"TSA290321-01";"2021-04-27";"Tube";"";""
"Kampong Cham";"Blood Culture Bottle (adult)";"9";"BHI A190321-01";"2021-04-29";"Adult Bottle";"";""
"Kampong Cham";"Blood Culture Bottle (adult)";"51";"BHI A190321-02";"2021-04-29";"Adult Bottle";"";""
"Kampong Cham";"Blood Agar";"200";"BAP230321-01";"2021-04-29";"Plate";"";""
"Kampong Cham";"Chocolate Agar";"200";"CHOC010421-01";"2021-04-29";"Plate";"";""
"Kampong Cham";"Mueller Hinton II Agar ";"160";"MHII080421-01";"2021-04-29";"Plate";"";""
"Kampong Cham";"MacConkey Agar";"30";"MAC250321-01";"2021-04-29";"Plate";"";""
"Kampong Cham";"MacConkey Agar";"30";"MAC060421-01";"2021-04-29";"Plate";"";""
"Kampong Cham";"Sheep Blood Mueller-Hinton Agar";"60";"SMH010421-01";"2021-04-29";"Plate";"";""
"Kampong Cham";"Mannitol Salt Agar";"40";"MSA070421-01";"2021-04-29";"Plate";"";""
"Kampong Cham";"Hektoen Enteric Agar";"10";"HE190321-01";"2021-04-29";"Plate";"";""
"Kampong Cham";"Hektoen Enteric Agar";"10";"HE080421-01";"2021-04-29";"Plate";"";""
"Kampong Cham";"Ashdown's Agar";"20";"ASHA060421-01";"2021-04-29";"Plate";"";""
"Kampong Cham";"Thiosulfate Citrate Bile Salts Sucrose Agar ";"10";"TCBS160321-01";"2021-04-29";"Plate";"";""
"Kampong Cham";"Thiosulfate Citrate Bile Salts Sucrose Agar ";"10";"TCBS080421-01";"2021-04-29";"Plate";"";""
"NHealth Laboratory ";"Blood Agar";"30";"BAP230321-01";"2021-04-27";"Plate";"";""
"NHealth Laboratory ";"Blood Agar";"170";"BAP310321-01";"2021-04-27";"Plate";"";""
"NHealth Laboratory ";"Chocolate Agar";"100";"CHOC010421-01";"2021-04-27";"Plate";"";""
"NHealth Laboratory ";"Chocolate Agar";"50";"CHOC080421-01";"2021-04-27";"Plate";"";""
"NHealth Laboratory ";"Mueller Hinton II Agar ";"50";"MHII080421-01";"2021-04-27";"Plate";"";""
"NHealth Laboratory ";"MacConkey Agar";"200";"MAC060421-01";"2021-04-27";"Plate";"";""
"NHealth Laboratory ";"Mannitol Salt Agar";"10";"MSA070421-01";"2021-04-27";"Plate";"";""
"NHealth Laboratory ";"Hektoen Enteric Agar";"10";"HE080421-01";"2021-04-27";"Plate";"";""
"NHealth Laboratory ";"Thiosulfate Citrate Bile Salts Sucrose Agar ";"10";"TCBS080421-01";"2021-04-27";"Plate";"";""
"Central Media Making Laboratory";"Chocolate Agar";"10";"CHOC240321-01";"2021-04-29";"Plate";"";""
"Siem Reap";"Blood Culture Bottle (adult)";"177";"BHI A190321-02";"2021-05-03";"Adult Bottle";"";""
"Siem Reap";"Blood Culture Bottle (adult)";"123";"BHI A260321-01";"2021-05-03";"Adult Bottle";"";""
"Siem Reap";"Blood Culture Bottle (child)";"55";"BHI P300321-01";"2021-05-03";"Child Bottle";"";""
"Siem Reap";"Blood Culture Bottle (child)";"45";"BHI P090421-01";"2021-05-03";"Child Bottle";"";""
"Siem Reap";"Blood Agar";"150";"BAP310321-01";"2021-05-03";"Plate";"";""
"Siem Reap";"Blood Agar";"190";"BAP050421-01";"2021-05-03";"Plate";"";""
"Siem Reap";"Blood Agar";"110";"BAP200421-01";"2021-05-03";"Plate";"";""
"Siem Reap";"Chocolate Agar";"270";"CHOC080421-01";"2021-05-03";"Plate";"";""
"Siem Reap";"Chocolate Agar";"180";"CHOC190421-01";"2021-05-03";"Plate";"";""
"Siem Reap";"Sheep Blood Mueller-Hinton Agar";"10";"SMH010421-01";"2021-05-03";"Plate";"";""
"Siem Reap";"Sheep Blood Mueller-Hinton Agar";"30";"SMH070421-01";"2021-05-03";"Plate";"";""
"Siem Reap";"Ashdown's Agar";"20";"ASHA060421-01";"2021-05-03";"Plate";"";""
"Pro Laboratory";"Blood Agar";"30";"BAP200421-01";"2021-05-04";"Plate";"";""
"Sunrise Hospital";"Blood Agar";"80";"BAP200421-01";"2021-05-04";"Plate";"";""
"Sunrise Hospital";"MacConkey Agar";"80";"MAC060421-01";"2021-05-04";"Plate";"";""
"Sunrise Hospital";"Mueller Hinton II Agar ";"80";"MHII080421-01";"2021-05-04";"Plate";"";""
"Sunrise Hospital";"Hektoen Enteric Agar";"10";"HE080421-01";"2021-05-04";"Plate";"";""
"Sunrise Hospital";"Kligler Iron Agar";"50";"KIA110221-01";"2021-05-04";"Tube";"";""
"Sunrise Hospital";"Lysine Iron Agar";"50";"LIA100221-01";"2021-05-04";"Tube";"";""
"Sunrise Hospital";"Sulfide Indole Motility Medium";"50";"SIM250221-01";"2021-05-04";"Tube";"";""
"Sunrise Hospital";"Simmons Citrate Agar ";"50";"CIT240221-01";"2021-05-04";"Tube";"";""
"Sunrise Hospital";"Urea Agar";"50";"URE020321-01";"2021-05-04";"Tube";"";""
"National Public Health Laboratory Microbiology Unit";"Blood Agar";"40";"BAP200421-01";"2021-05-07";"Plate";"";""
"National Public Health Laboratory Microbiology Unit";"Chocolate Agar";"40";"CHOC190421-01";"2021-05-07";"Plate";"";""
"National Public Health Laboratory Microbiology Unit";"Mueller Hinton II Agar ";"20";"MHII210421-01";"2021-05-07";"Plate";"";""
"National Public Health Laboratory Microbiology Unit";"MacConkey Agar";"20";"MAC060421-01";"2021-05-07";"Plate";"";""
"National Public Health Laboratory Microbiology Unit";"Sheep Blood Mueller-Hinton Agar";"10";"SMH070421-01";"2021-05-07";"Plate";"";""
"National Public Health Laboratory Microbiology Unit";"Hektoen Enteric Agar";"10";"HE080421-01";"2021-05-07";"Plate";"";""
"National Public Health Laboratory Microbiology Unit";"Thiosulfate Citrate Bile Salts Sucrose Agar ";"10";"TCBS080421-01";"2021-05-07";"Plate";"";""
"National Public Health Laboratory Microbiology Unit";"Blood Culture Bottle (adult)";"10";"BHI A260321-01";"2021-05-07";"Adult Bottle";"";""
"Central Media Making Laboratory";"Blood Agar";"20";"BAP200421-01";"2021-05-10";"Plate";"";""
"BOM";"Blood Agar";"50";"BAP270421-02";"2021-05-11";"Plate";"";""
"BOM";"Chocolate Agar";"40";"CHOC190421-01";"2021-05-11";"Plate";"";""
"BOM";"MacConkey Agar";"50";"MAC060421-01";"2021-05-11";"Plate";"";""
"BOM";"Ashdown's Agar";"50";"ASHA060421-01";"2021-05-11";"Plate";"";""
"Kampong Cham";"Blood Agar";"30";"BAP200421-01";"2021-05-17";"Plate";"";""
"Kampong Cham";"Blood Agar";"120";"BAP270421-02";"2021-05-17";"Plate";"";""
"Kampong Cham";"Mueller Hinton II Agar ";"10";"MHII080421-01";"2021-05-17";"Plate";"";""
"Kampong Cham";"Mueller Hinton II Agar ";"70";"MHII210421-01";"2021-05-17";"Plate";"";""
"Kampong Cham";"Sheep Blood Mueller-Hinton Agar";"40";"SMH070421-01";"2021-05-17";"Plate";"";""
"Kampong Cham";"Mannitol Salt Agar";"40";"MSA070421-01";"2021-05-17";"Plate";"";""
"Kampong Cham";"Ashdown's Agar";"10";"ASHA060421-01";"2021-05-17";"Plate";"";""
"Kampong Cham";"Kligler Iron Agar";"20";"KIA110221-01";"2021-05-17";"Tube";"";""
"Kampong Cham";"Kligler Iron Agar";"30";"KIA310321-01";"2021-05-17";"Tube";"";""
"Kampong Cham";"Lysine Iron Agar";"20";"LIA100221-01";"2021-05-17";"Tube";"";""
"Kampong Cham";"Sulfide Indole Motility Medium";"30";"SIM250221-01";"2021-05-17";"Tube";"";""
"Kampong Cham";"Simmons Citrate Agar ";"30";"CIT240221-01";"2021-05-17";"Tube";"";""
"Kampong Cham";"Urea Agar";"30";"URE020321-01";"2021-05-17";"Tube";"";""
"Kampong Cham";"Blood Culture Bottle (adult)";"90";"BHI A260321-01";"2021-05-17";"Adult Bottle";"";""
"Kampong Cham";"Blood Culture Bottle (adult)";"60";"BHI A020421-01";"2021-05-17";"Adult Bottle";"";""
"Kampong Cham";"Chocolate Agar";"70";"CHOC190421-01";"2021-05-17";"Plate";"";""
"Kampong Cham";"Chocolate Agar";"80";"CHOC280421-01";"2021-05-17";"Plate";"";""
"Kampong Cham";"Hektoen Enteric Agar";"10";"HE080421-01";"2021-05-17";"Plate";"";""
"Kampong Cham";"Thiosulfate Citrate Bile Salts Sucrose Agar ";"10";"TCBS080421-01";"2021-05-17";"Plate";"";""
"Kampong Cham";"MacConkey Agar";"10";"MAC060421-01";"2021-05-17";"Plate";"";""
"Kampong Cham";"MacConkey Agar";"50";"MAC220421-01";"2021-05-17";"Plate";"";""
"Battambang";"Blood Culture Bottle (adult)";"165";"BHI A020421-01";"2021-05-18";"Adult Bottle";"";""
"Battambang";"Blood Culture Bottle (adult)";"135";"BHI A020421-02";"2021-05-18";"Adult Bottle";"";""
"Battambang";"Blood Culture Bottle (child)";"150";"BHI P090421-01";"2021-05-18";"Child Bottle";"";""
"Battambang";"Blood Agar";"310";"BAP270421-01";"2021-05-18";"Plate";"";""
"Battambang";"Chocolate Agar";"250";"CHOC280421-01";"2021-05-18";"Plate";"";""
"Battambang";"Chocolate Agar";"80";"CHOC110521-01";"2021-05-18";"Plate";"";""
"Battambang";"Mueller Hinton II Agar ";"170";"MHII040521-01";"2021-05-18";"Plate";"";""
"Battambang";"Mueller Hinton II Agar ";"260";"MHII210421-01";"2021-05-18";"Plate";"";""
"Battambang";"Sheep Blood Mueller-Hinton Agar";"50";"SMH070421-01";"2021-05-18";"Plate";"";""
"Battambang";"Mannitol Salt Agar";"20";"MSA070421-01";"2021-05-18";"Plate";"";""
"Battambang";"Mannitol Salt Agar";"130";"MSA060521-01";"2021-05-18";"Plate";"";""
"Battambang";"Kligler Iron Agar";"240";"KIA310321-01";"2021-05-18";"Tube";"";""
"Battambang";"Lysine Iron Agar";"130";"LIA100221-01";"2021-05-18";"Tube";"";""
"Battambang";"Lysine Iron Agar";"90";"LIA010421-01";"2021-05-18";"Tube";"";""
"Battambang";"Sulfide Indole Motility Medium";"220";"SIM250221-01";"2021-05-18";"Tube";"";""
"Battambang";"Simmons Citrate Agar ";"180";"CIT240221-01";"2021-05-18";"Tube";"";""
"Battambang";"Urea Agar";"100";"URE020321-01";"2021-05-18";"Tube";"";""
"Battambang";"Urea Agar";"120";"URE250321-01";"2021-05-18";"Tube";"";""
"Battambang";"Trypticase Soy Broth + 20% glycerol";"50";"TSBG200121-01";"2021-05-18";"Tube";"";""
"Battambang";"Trypticase Soy Broth + 20% glycerol";"50";"TSBG030521-01";"2021-05-18";"Tube";"";""
"Takeo";"Mueller Hinton II Agar ";"130";"MHII040521-01";"2021-05-20";"Plate";"";""
"Siem Reap";"Sulfide Indole Motility Medium";"60";"SIM250221-01";"2021-05-20";"Tube";"";""
"Siem Reap";"Kligler Iron Agar";"90";"KIA310321-01";"2021-05-20";"Tube";"";""
"Siem Reap";"Kligler Iron Agar";"10";"KIA200421-01";"2021-05-20";"Tube";"";""
"Siem Reap";"Urea Agar";"100";"URE250321-01";"2021-05-20";"Tube";"";""
"Siem Reap";"Lysine Iron Agar";"100";"LIA010421-01";"2021-05-20";"Tube";"";""
"Siem Reap";"Trypticase Soy Agar ";"89";"TSA290321-01";"2021-05-20";"Tube";"";""
"Biobykin";"Mueller Hinton II Agar ";"50";"MHII040521-01";"2021-05-21";"Plate";"";""
"Biobykin";"Blood Agar";"50";"BAP270421-02";"2021-05-21";"Plate";"";""
"Central Media Making Laboratory";"Blood Agar";"20";"BAP110521-01";"2021-05-24";"Plate";"";""
"Khmer Soviet Friendship Hospital";"Blood Agar";"40";"BAP110521-01";"2021-05-27";"Plate";"";""
"Khmer Soviet Friendship Hospital";"Chocolate Agar";"20";"CHOC110521-01";"2021-05-27";"Plate";"";""
"Khmer Soviet Friendship Hospital";"Mueller Hinton II Agar ";"60";"MHII100521-01";"2021-05-27";"Plate";"";""
"Khmer Soviet Friendship Hospital";"MacConkey Agar";"40";"MAC220421-01";"2021-05-27";"Plate";"";""
"Khmer Soviet Friendship Hospital";"Mannitol Salt Agar";"20";"MSA060521-01";"2021-05-27";"Plate";"";""
"Khmer Soviet Friendship Hospital";"Ashdown's Agar";"20";"ASHA060421-01";"2021-05-27";"Plate";"";""
"Takeo";"Blood Culture Bottle (adult)";"91";"BHI A020421-02";"2021-05-27";"Adult Bottle";"";""
"Takeo";"Blood Culture Bottle (adult)";"109";"BHI A230421-01";"2021-05-27";"Adult Bottle";"";""
"Takeo";"Blood Agar";"20";"BAP270421-02";"2021-05-27";"Plate";"";""
"Takeo";"Blood Agar";"30";"BAP180521-01";"2021-05-27";"Plate";"";""
"Takeo";"Chocolate Agar";"230";"CHOC110521-01";"2021-05-27";"Plate";"";""
"Takeo";"Chocolate Agar";"20";"CHOC190521-01";"2021-05-27";"Plate";"";""
"Takeo";"MacConkey Agar";"90";"MAC220421-01";"2021-05-27";"Plate";"";""
"Takeo";"Sheep Blood Mueller-Hinton Agar";"20";"SMH180521-01";"2021-05-27";"Plate";"";""
"Takeo";"Mannitol Salt Agar";"50";"MSA200521-01";"2021-05-27";"Plate";"";""
"Takeo";"Hektoen Enteric Agar";"10";"HE060521-01";"2021-05-27";"Plate";"";""
"Takeo";"Ashdown's Agar";"10";"ASHA060421-01";"2021-05-27";"Plate";"";""
"Takeo";"Thiosulfate Citrate Bile Salts Sucrose Agar ";"10";"TCBS080421-01";"2021-05-27";"Plate";"";""
"Takeo";"Kligler Iron Agar";"20";"KIA200421-01";"2021-05-27";"Tube";"";""
"Takeo";"Lysine Iron Agar";"10";"LIA010421-01";"2021-05-27";"Tube";"";""
"Takeo";"Sulfide Indole Motility Medium";"10";"SIM200521-01";"2021-05-27";"Tube";"";""
"Takeo";"Simmons Citrate Agar ";"10";"CIT190521-01";"2021-05-27";"Tube";"";""
"Takeo";"Trypticase Soy Agar ";"50";"TSA290421-01";"2021-05-27";"Tube";"";""
"Takeo";"Trypticase Soy Broth + 20% glycerol";"50";"TSBG030521-01";"2021-05-27";"Tube";"";""
"Takeo";"Blood Culture Bottle (child)";"100";"BHI P090421-01";"2021-05-27";"Child Bottle";"";""
"Siem Reap";"Blood Culture Bottle (adult)";"113";"BHI A230421-01";"2021-05-27";"Adult Bottle";"";""
"Siem Reap";"Blood Culture Bottle (adult)";"187";"BHI A070521-01";"2021-05-27";"Adult Bottle";"";""
"Siem Reap";"Blood Culture Bottle (child)";"100";"BHI P090421-01";"2021-05-27";"Child Bottle";"";""
"Siem Reap";"Blood Agar";"200";"BAP110521-01";"2021-05-27";"Plate";"";""
"Siem Reap";"Chocolate Agar";"200";"CHOC190521-01";"2021-05-27";"Plate";"";""
"Siem Reap";"Mueller Hinton II Agar ";"300";"MHII100521-01";"2021-05-27";"Plate";"";""
"Siem Reap";"MacConkey Agar";"210";"MAC220421-01";"2021-05-27";"Plate";"";""
"Siem Reap";"MacConkey Agar";"40";"MAC050521-01";"2021-05-27";"Plate";"";""
"Siem Reap";"Sheep Blood Mueller-Hinton Agar";"40";"SMH180521-01";"2021-05-27";"Plate";"";""
"Siem Reap";"Mannitol Salt Agar";"100";"MSA200521-01";"2021-05-27";"Plate";"";""
"Siem Reap";"Hektoen Enteric Agar";"10";"HE060521-01";"2021-05-27";"Plate";"";""
"Siem Reap";"Thiosulfate Citrate Bile Salts Sucrose Agar ";"10";"TCBS080421-01";"2021-05-27";"Plate";"";""
"Siem Reap";"Sulfide Indole Motility Medium";"40";"SIM200521-01";"2021-05-27";"Tube";"";""
"Siem Reap";"Simmons Citrate Agar ";"40";"CIT190521-01";"2021-05-27";"Tube";"";""
"Siem Reap";"Trypticase Soy Agar ";"100";"TSA290421-01";"2021-05-27";"Tube";"";""
"Siem Reap";"Ashdown's Agar";"20";"ASHA250521-01";"2021-05-27";"Plate";"";""
"Central Media Making Laboratory";"Ashdown's Agar";"30";"ASHA250521-01";"2021-05-27";"Plate";"";""
"Central Media Making Laboratory";"Blood Agar";"10";"BAP200421-01";"2021-05-27";"Plate";"";""
"Central Media Making Laboratory";"Blood Agar";"10";"BAP270421-01";"2021-05-27";"Plate";"";""
"Central Media Making Laboratory";"MacConkey Agar";"10";"MAC220421-01";"2021-05-27";"Plate";"";""
"National Public Health Laboratory Microbiology Unit";"Blood Culture Bottle (adult)";"10";"BHI A070521-01";"2021-05-28";"Adult Bottle";"";""
"National Public Health Laboratory Microbiology Unit";"Blood Culture Bottle (child)";"10";"BHI P090421-01";"2021-05-28";"Child Bottle";"";""
"National Public Health Laboratory Microbiology Unit";"Chocolate Agar";"100";"CHOC190521-01";"2021-05-28";"Plate";"";""
"National Public Health Laboratory Microbiology Unit";"Mueller Hinton II Agar ";"10";"MHII240521-01";"2021-05-28";"Plate";"";""
"National Public Health Laboratory Microbiology Unit";"MacConkey Agar";"100";"MAC050521-01";"2021-05-28";"Plate";"";""
"National Public Health Laboratory Microbiology Unit";"Sheep Blood Mueller-Hinton Agar";"10";"SMH180521-01";"2021-05-28";"Plate";"";""
"National Public Health Laboratory Microbiology Unit";"Mannitol Salt Agar";"10";"MSA200521-01";"2021-05-28";"Plate";"";""
"National Public Health Laboratory Microbiology Unit";"Hektoen Enteric Agar";"30";"HE060521-01";"2021-05-28";"Plate";"";""
"National Public Health Laboratory Microbiology Unit";"Ashdown's Agar";"10";"ASHA250521-01";"2021-05-28";"Plate";"";""
"National Public Health Laboratory Microbiology Unit";"Thiosulfate Citrate Bile Salts Sucrose Agar ";"10";"TCBS060521-01";"2021-05-28";"Plate";"";""
"National Public Health Laboratory Microbiology Unit";"Cystine Lactose Electrolyte Deficient Agar";"30";"CLED200521-01";"2021-05-28";"Plate";"";""
"National Public Health Laboratory Microbiology Unit";"Blood Agar";"10";"BAP110521-01";"2021-05-28";"Plate";"";""
"National Public Health Laboratory Microbiology Unit";"Blood Agar";"90";"BAP180521-01";"2021-05-28";"Plate";"";""
"National Pediatric Hospital";"Blood Culture Bottle (child)";"43";"BHI P090421-01";"2021-05-28";"Child Bottle";"";""
"National Pediatric Hospital";"Blood Culture Bottle (child)";"257";"BHI P210521-01";"2021-05-28";"Child Bottle";"";""
"Central Media Making Laboratory";"Blood Culture Bottle (child)";"10";"BHI P300321-01";"2021-05-28";"Child Bottle";"";""
"Pro Laboratory";"Blood Culture Bottle (adult)";"30";"BHI A070521-01";"2021-05-31";"Adult Bottle";"";""
"Pro Laboratory";"Blood Agar";"30";"BAP180521-01";"2021-05-31";"Plate";"";""
